2026-09-10T09:29:09.064061+00:00,bootstrap,cookies=8 platform="macOS" chrome=152
2026-09-17T08:07:33.940253+00:00,bootstrap,cookies=8 platform="Linux" chrome=152
2026-09-19T11:43:49.863029+00:00,bootstrap,cookies=7 platform="Linux" chrome=153
2026-09-21T06:29:44.648944+00:00,bootstrap,cookies=7 platform="Windows" chrome=153
