2026-09-10T09:07:22.332100+00:00,bootstrap,cookies=8 platform="Linux" chrome=152
2026-09-10T09:07:27.818008+00:00,block_detected,two consecutive empty pages on search:Apple iPhone 15 Pro Max 256GB
2026-09-10T09:08:14.062177+00:00,bootstrap,cookies=8 platform="macOS" chrome=152
